	id	qid1	qid2	question1	question2	is_duplicate
2622	3967	3967	3967	How high can you let the pCO2 go in someone with a chronic obstructive pulmonary disease (COPD) exacerbation before you need to use a respirator?	How high can the pCO2 go in someone with a chronic obstructive pulmonary disease exacerbation before you use a respirator?	1
2623	7313	7313	7313	"10-year-old boy with attention-deficit-hyperactivity disorder.  ""Is there less appetite suppression with Adderall than Ritalin and Concerta?"""	Is there less appetite suppression with Adderall?	1
2624	4460	4460	4460	What does the American Academy of Pediatrics recommend concerning frequency of well-baby exams, laboratory work to get (lead, complete blood count, urinalysis), Tuberculin testing, checking developmental milestones, and so on?	What does the American Academy of Pediatrics recommend concerning frequency and components of well-baby exams?	1
2625	3168	3168	3168	What causes Torsades de Pointes and how do you treat it?  Overdrive with external pacemaker?	Meniere's Disease worse on generic alprazolam. Is worsening due to generic form?	0
2626	7643	7643	7643	What do I need to know about heart lesions and other heart conditions?	What do I need to know about heart conditions?	1
2627	7465	7465	7465	I have to look up thyroid nodules.  So the question is how to work up thyroid nodules.	52-year-old female. Patient asked doctor why she has painful orgasms.	0
2628	489	489	489	Patient has a prolapsed uterus and is having problems which include urinary problems.  Would removal of the uterus alone resolve her urinary symptoms or would she also need a cystocele repair, et cetera?	Prolapsed uterus, urinary problems. Would hysterectomy alone resolve urinary problem?	1
2629	5440	5440	5440	What should you do if the low-density-lipoprotein cholesterol (LDL) and total cholesterol are normal, but the high-density-lipoprotein cholesterol (HDL) is low and the triglycerides are high?	What should you do if the low-density-lipoprotein cholesterol and total cholesterol are normal, but the high-density-lipoprotein cholesterol is low and the triglycerides are high?	1
2630	3004	3004	3004	At what age should you refer an infant with strabismus?  Does esotropia versus esophoria make a difference?	At what age should you refer an infant with strabismus?	1
2631	4705	4705	4705	What is the name of that skin disease on the feet that produces moist skin and little holes?	Let's give these immunizations.  That's right isn't it?	0
2632	979	979	979	Her prescription for Tegretol was filled in December, 1995 and she has not used them for a while.  The trigeminal neuralgia has returned.  Are the pills still good?	How should I treat polymenorrhea in a 14-year-old girl?	0
2633	4683	4683	4683	"What are ""poppers""?"	"What are ""poppers""?"	1
2634	579	579	579	Is the pain in her legs from intermittent claudication or is it from diabetic neuropathy?	Let's give these immunizations.  That's right isn't it?	0
2635	7547	7547	7547	Man in his late 40's with bad Crohn's disease.  Came in with pyoderma gangrenosum.  We didn't know how to treat him.	Can Staphylococcus or Haemophilus influenza sepsis give same clinical picture as streptococcal septicemia?	0
2636	1399	1399	1399	Patient in the hospital with premature rupture of membranes and twins.  I read the RADIUS (Routine Antenatal Diagnostic Imaging With Ultrasound) trial in the New England Journal of Medicine.  I never used to do routine ultrasound but here everybody does it.  I felt vindicated when RADIUS (Routine Antenatal Diagnostic Imaging With Ultrasound) was published.  But I recently went to an OB talk and they were bad mouthing the study.  This patient wanted to know the sex so I ordered the ultrasound and she turned out to have twins.  So now I'm uncertain about whether I should be doing routine prenatal ultrasound.	I'm uncertain whether I should be doing routine prenatal ultrasound. (I know about RADIUS (Routine Antenatal Diagnostic Imaging With Ultrasound) trial.)	1
2637	2028	2028	2028	How do you tell if a patient is having a bronchospasm if they don't wheeze?	Do you need to do a tuberculin skin test to rule out tuberculosis in a patient with hemoptysis and a negative chest x-ray?	0
2638	6538	6538	6538	"I have a dilemma.  9-year-old girl status post appendectomy last summer (one year ago).  Two to three months afterward she started complaining of suprapubic abdominal pain at least two times per week.  ""I'm trying to now think how do you evaluate this type of pain.  Is it adhesions?  OK, how do I look at constipation, adhesions . . . how to do one thing to get the answer?  Should she have an MRI (magnetic resonance imaging)?"""	Why is she fatigued?	0
2639	3700	3700	3700	Does it make any difference whether someone has their shirt on with a rolled up sleeve when you take their blood pressure?	How should I treat polymenorrhea in a 14-year-old girl?	0
2640	7771	7771	7771	In failure to thrive cases, what is the difference between inadequate height and inadequate weight?	In failure to thrive cases, what is the difference between inadequate height and inadequate weight?	1
2641	4808	4808	4808	What is Serzone (nefazodone) and when is it indicated?	What is nefazodone and when is it indicated?	1
2642	861	861	861	What is causing her dysuria?  (UA is negative.)	Is melatonin good for anything?  What is the dose?	0
2643	5352	5352	5352	How soon can a child go back to school when he/she has conjunctivitis?	How soon can a child with conjunctivitis go back to school?	1
2644	448	448	448	In people with colds and coughs and hemoptysis, in who should you workup the hemoptysis for cancer with a cytology and/or a chest x-ray?  Just smokers or who?	In patients with colds and coughs and hemoptysis, who should be worked up?	1
2645	2015	2015	2015	Is there a recommendation to put people on hormones (hormone replacement therapy) if they haven't been on them for 10-15 years?  There are quite a few patients I don't see at menopause but they come in their 60's.	Is there a recommendation to put people on hormone replacement therapy if they haven't been on them for 10-15 years?	1
2646	5776	5776	5776	12 year-old girl with chronic form of idiopathic thrombocytopenic purpura.  She gets routine draws every month and today her platelets were down to about 9000.  I know at around 8 to 10 you're supposed to treat but the question is, exactly at what level are you supposed to treat and what is the treatment?	What is the treatment for idiopathic thrombocytopenic purpura with a 9000 platelet count?	1
2647	3880	3880	3880	Is there any contraindication to giving the influenza vaccine to someone with a history of Guillain Barre'?	Is there any contraindication to giving the influenza vaccine to someone with a history of Guillain Barre'?	1
2648	3725	3725	3725	Where would a stroke be located that involved a right facial palsy and dysarthria?	Where would a stroke be located that involved a right facial palsy and dysarthria?	1
2649	5075	5075	5075	What is an eccrine spiradenoma?	What is an eccrine spiradenoma?	1
2650	2881	2881	2881	What is the difference between a pingueculum and a pterygium?	What is the difference between a pingueculum and a pterygium?	1
2651	1972	1972	1972	Status post recent coronary angioplasty.  If he can bring his lipids into order with diet alone, is that satisfactory or based on the evidence, should he be started right off on the lipid drugs?	What is the maximum dose of atenolol?	0
2652	6894	6894	6894	83-year-old woman with chronic edema in her legs.  She scraped it and got cellulitis.  Now do I keep her on antibiotics until every bit of redness is gone, or can I stop now assuming the redness is consistent with resolving cellulitis?	Boys' father has Marfan's Syndrome. Do these boys need further evaluation?	0
2653	1420	1420	1420	Does mild Eustachian tube dysfunction cause vertigo?  And hearing loss?  No otitis media, no aspirin.	Does mild Eustachian tube dysfunction cause vertigo?  and hearing loss?	1
2654	8149	8149	8149	Which bacterial endocarditis prophylactic antibiotics should I use?	What antibiotic should I use for this diabetic patient's infected foot ulcer?	0
2655	4174	4174	4174	How do you dose heparin for a known or suspected pulmonary embolus or deep-vein thrombosis (DVT)?	How do you dose heparin for a pulmonary embolus or deep-vein thrombosis?	1
2656	7001	7001	7001	46-year-old woman.  What is the success rate in using phenol to prevent the nail from growing back after removing an ingrown toenail?	What is the success rate in using phenol to prevent nail regrowth?	1
2657	5605	5605	5605	"Last week I had a 37-year-old diabetic female and I wanted to convert her from regular insulin to Humalog and the question was, ""What is the conversion factor, so I know how much Humalog to give?"""	What is the conversion factor between lispro and regular insulin?	1
2658	646	646	646	Is it worth it to get a cholesterol on an 82-year-old man?  (Total cholesterol approximately 220, low-density lipoprotein (LDL-cholesterol) approximately 160.)	Is it worth getting a cholesterol on an 82-year-old man?	1
2659	6795	6795	6795	This is a recurring question.  With streptococcal sore throat, what's the youngest age at which the diagnosis of streptococcal sore throat is reasonable?	Can testes not being in the scrotum come from just being tense?	0
